,Kingdom,Phylum,Class,Order,Family,Genus
1afde4507f0a3d23a5bb98eed006f37f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
1afe9401c14657f5daae798440f5b763,Bacteria,Firmicutes,Clostridia,Clostridiales,unc_Clostridiales,unc_Clostridiales
1aff5b837b2ffa5068a8de7fef061192,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Enteroscipio
1b0a17bd07186646692233f86fde6cfa,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unc_Bacteroidales,unc_Bacteroidales
1b1653ddfc545895504b480f6f09767c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,unc_Rhodobacteraceae
1b29f4377946170fe9e4d41298d9a21f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mediterraneibacter
1b3f4141fd4e960af2ad36afd507e1a4,Bacteria,Firmicutes,Clostridia,Clostridiales,und_Clostridiales,und_Clostridiales
1b3fb6a3f0687971840acc61767ad699,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
1b42afae93ef5470db7af128104cd0f5,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
1b4f430a8c48a0a21704a50ddc925b75,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
1b536d22c228b5b089d4426c114f3183,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
1b682b8f5746ec4159f75253e15006ba,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,und_Prevotellaceae
1b6f7edab797497ed492599773941195,Bacteria,Firmicutes,Clostridia,unc_Clostridia,unc_Clostridia,unc_Clostridia
1b848f6fa8c9fdff50a18e1581077b33,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides
1b84fa4c32f85afe24f6b780e6236f1c,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus
1b91243eaaa0661bf67dcb39639c660e,Bacteria,Campilobacterota,Campylobacteria,unc_Campylobacteria,unc_Campylobacteria,unc_Campylobacteria
1bc132a23ffa43cf6db76afce79f44bd,Bacteria,Firmicutes,Bacilli,unc_Bacilli,unc_Bacilli,unc_Bacilli
1bc4f870253c3529eb86d4bdb11c492c,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
1bcd73cf109836c426844eb93952b615,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium
1bd7bdd520988249ee718439b6e818ba,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
1be2ef8570b0bf8cae7be6b05f20c1a1,Bacteria,Firmicutes,Erysipelotrichia,unc_Erysipelotrichia,unc_Erysipelotrichia,unc_Erysipelotrichia
1be7a854d5b0ba86bd03a831d2dc0461,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum
1becb4afa88067d14f6a8d7c96897ee4,Bacteria,Firmicutes,und_Firmicutes,und_Firmicutes,und_Firmicutes,und_Firmicutes
1bedab9266a570e581ffd9a6d88b934b,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Labilitrichaceae,Labilithrix
1bf33c34d35cb07e9ad032b9dc1eebd4,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,unc_Pseudomonadales,unc_Pseudomonadales
1bf72719c063161bca8a9a8c4bce8339,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
1bfe8908bba654c914814ec0f0d76fb6,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
1c14c16d38f11f1ea8a8421f122239fe,Bacteria,Firmicutes,Firmicutes,unc_Firmicutes,unc_Firmicutes,unc_Firmicutes
1c1a352784f4e6fd822deec6baf79455,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodopseudomonas
1c1c7a524b1002ff2d2d50c05c0f9e04,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
1c1d1196b7daff5e6626dc63031bd36d,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
1c2381682b9b6a7538f5f3feb4cf646b,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Eisenbergiella
1c2a36a2b4aefc27b7ad6b18227aefbc,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
1c417af380a1bae351de90b6fcd3a573,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,und_Ruminococcaceae
1c4b31a5f3e459889d5dc78a7d86163d,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,unc_Burkholderiales,unc_Burkholderiales
1c503a37af407730850d6ebcb046950b,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax
1c5dbfb499fc3b12629723a9bc74bbaa,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unc_Bacteroidales,unc_Bacteroidales
1c70c59ad07d62dbe4dc1ee16918c764,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Rathayibacter
1c774a8a3c27413fa4f4aaf3a8abc455,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
1c7b8fec881be46be4489a42ce24b5e9,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
1c955460afa5d29f8e5a5cc97485637c,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
1c9880a2b46347a24b24c56d6e004c03,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
1cbba099a63a02c8c6d61f02f6371dbb,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus
1cbe195cbf6f066b536a02a72e580385,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acutalibacter
1cbf490ab996fd5e0369505c498bd5a0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
1ccc6002f072021eef21e0827e521b08,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella
1cd4f944801e67b8aa67ce0236d70dea,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
1ce913ac685a2bda7ed222a9d4bf7a7a,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides
1cf77ebf7b2dd4cbaddf15f641f3b46a,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
1d053d0e3fc82909836ed71a1048a433,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
1d0b01aea407c1e49d543fd6d1ae6a91,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella
1d0fbe1a7b7c41351738133eddecbc2e,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
1d219d790fe9cb9db2335d4087b4ee29,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
1d2502dc97e089a62c8841f807b3de15,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unc_Bacteroidales,unc_Bacteroidales
1d261ac9e8a981c11525046388a63140,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Neglecta
1d2e24d96111a219a3f516c8f6af6d96,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
1d3a49e217f84f32229bc0253aed729c,Bacteria,Bacteroidetes,Bacteroidia,unc_Bacteroidia,unc_Bacteroidia,unc_Bacteroidia
1d41cc9b9029e6a490808acec1bd0346,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
1d4d6865ef148fdbf0c330fbf9cbe98e,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
1d4f87e9200a6baae394074c8bd0cef0,Bacteria,Actinobacteria,Actinobacteria,unc_Actinobacteria,unc_Actinobacteria,unc_Actinobacteria
1d70d22bc30b8c3e0c4a77937c15bacf,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
1d7a8a821d8484b2394a0df093b8c398,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
1d8a94edaf1b754c7e5740311c42afa4,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,und_Ruminococcaceae
1dbcb00199c89dc02d2885094eba37ff,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter
1dd298d693cc016c103eba5553516e3d,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,unc_Desulfovibrionaceae
1ddf081cf84017edc7d449c4c3482c36,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unc_Ruminococcaceae
1de670a48ca1a869eefdb9f8cd02f4a4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
1df82f397448c19b95f775be6658e607,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
1dffc6a9ab0be789febf43284e073844,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
1e08cee1088ab7566ade192dbf34667d,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
1e4629cd96e2c7805081615c732955be,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Arenivirga
1e4ec46aff52cd50885bd5e09f279ec8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotignum
1e51a2f381bc4678f3de835a547ba05d,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
1e540f6c24f6e4d7e052d5e315232302,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
1e59ef657da61b605bcdd63c46ef4ec1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
1e612cfcfd97ee6c14c4f8e3fd271291,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
1e793138f0956941fa345cff10200540,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
1e8a1cda8cbafb91f86beb5ca66d36a4,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella
1e8abcc363e73eda51e303822ab93a0d,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
1ea6c95177ccd5a20251ea70a8eb48d8,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus
1eb268280cab2565f9bca1c180075778,Bacteria,Bacteroidetes,Flavobacteriia,unc_Flavobacteriia,unc_Flavobacteriia,unc_Flavobacteriia
1eb86e5c8e31477c4714a35ef309bbaa,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,unc_Desulfovibrionaceae
1ec7066e418208e68c4678b5b92bcf04,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
1ecbff6d8a6cc8de0eed2f7e700ee4c9,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia
1ecde9d187a73dd16a60324414c41426,Bacteria,Firmicutes,Clostridia,Clostridiales,unc_Clostridiales,unc_Clostridiales
1ecdfc4eb2c3ea8ccf502ad07770b824,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Aeriscardovia
1edf9e3c209ce00fb8e6d3ae06fb47fc,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus
1ee1ed8571302061e548c4f8529be396,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella
1ee62244bdcd6f1125add4e97a3e06a5,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unc_Ruminococcaceae
1ee7479e6f586853a73943b94bbdc3af,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
1f04b7e9a71122b5d175108349be641d,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
1f0670f2ae93a9eca7b1dfeaa54ff7df,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
1f0c743669bbcc91278dd5ff8b650a6e,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,und_Muribaculaceae
1f19a745f2f8058481cd189a03e3f435,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
1f1fe2dd01fc83be17e8ccf5a08da735,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Vampirovibrio
1f24cb514e3e056a0c30cdd6919010a9,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella
1f311afababdb9f78f5abfb57ca9e539,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella
1f375e048a480a01050ca8ce1a3ae293,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,und_Ruminococcaceae
1f3c5c4aa2b8c561e9cc4d1990605424,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
1f3f9d95dad6f30a4746066201dc3578,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
1f45b448d2ca47bd7a04bf9438fd0474,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,unc_Erysipelotrichales,unc_Erysipelotrichales
1f5542dc39a440baa4dff0358a46f2be,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
1f55fef6a73327482b56cb15f888a63f,Bacteria,Firmicutes,Clostridia,Clostridiales,Catabacteriaceae,unc_Catabacteriaceae
1f5f9babd8541b7e66e1806b71502c59,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
1f6c76108d1b84f27b3739cb3e770b1a,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Lawsonellaceae,Lawsonella
1f71e4a8c07022d93e48a117b2358ce4,Bacteria,Firmicutes,Clostridia,unc_Clostridia,unc_Clostridia,unc_Clostridia
1f72d275160a3a27c57aa1ba697479cb,Bacteria,Firmicutes,Firmicutes,unc_Firmicutes,unc_Firmicutes,unc_Firmicutes
1f9ba33cd53883f2be13d7f11c635b8b,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
1fb74b94788f5a60f1ef70668b23bfeb,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter
1fb9be4bcd6fb84cf49ecb1c62204a25,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
1fcf0eb824465e2fcf8aca9e22bba28f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella
1fcf9cbeddbcc8798d0981305a3c4061,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
1fdc6819a4f270fa8eb489f023261540,Bacteria,Fusobacteria,Fusobacteriia,unc_Fusobacteriia,unc_Fusobacteriia,unc_Fusobacteriia
1fe578f8b6a8b28c78a46845d306005e,Bacteria,Firmicutes,Clostridia,Clostridiales,unc_Clostridiales,unc_Clostridiales
1ffc25170c2765b8ae774c3756009037,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides
1ffe225b4819a9f0e649645a4136d7c9,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,unc_Helicobacteraceae
2008f48c7937cbbd1bc50b6e9ca9a9a1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
201a3d43da37fbbce3680f5a3aca15b7,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,unc_Erysipelotrichaceae
202215f7aeb467d9cc8563704df377a5,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium
202657c1eb7aa25a72352cd285fdcc48,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum
203b65cf731ea420b8401a304bc5fc0c,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
20476c9761cb17aea84472806a26065b,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
205187493b193069b1647b83600e9450,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
20530985429ce905203b11d047d05e21,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hungatella
20567473736dbfce6078911935f3dce2,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unc_Bacteroidales,unc_Bacteroidales
205cf0cc8adb2b7f4d436672dfc6295c,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,unc_Erysipelotrichaceae
205f8ba0c5f4a54f7b6a09573c2adf51,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella
206645835c13f55f46fc6c8c9a407d49,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
20731d9cbb740bd66c8671f5639d11eb,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unc_Ruminococcaceae
208c263b2eed4ce2052ce8c8fb7edcf7,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
208ee0e578addf84a1ba9dff7b9ba456,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
209539ce35d681926e619ec266c97042,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,und_Ruminococcaceae
2097f07f04cc1930474f8c4e2ab60be8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
20ad29fe9b39b53e32696d5b90f93e47,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,und_Ruminococcaceae
20bac7077646bbea066cd47a989b4f64,Bacteria,Firmicutes,Clostridia,unc_Clostridia,unc_Clostridia,unc_Clostridia
20cef72350a27e1f45ebbbb5267b0ddc,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,und_Pirellulales,und_Pirellulales
20cf7f176addb85222b37f9637ba3e75,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella
20d2e4ea92805cadea23914ab8203a87,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Nosocomiicoccus
20f85fd82da50f8c378a5171ff8ddcd5,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus
20fb03507cebba3b8cbcd81bcc053e5e,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
2102ac8cf70ede794a4fa5da98580be0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
21337f2bc74469fc614aa35904d3f090,Bacteria,Firmicutes,Clostridia,Clostridiales,und_Clostridiales,und_Clostridiales
21410dbc75317acc554b3802238c30c3,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
21591add7d9df14d249fcb4cbc1fd472,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus
215ae05cde29c075514f55d2648895b1,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
215c75d111307b5c62b1f046a17fd2d3,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,unc_Desulfovibrionaceae
216c04e322f50ba0b82e09952616b1c9,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis
21918a0d836497181c4cf83f4bc232fe,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
21c4233534aa382be6375f125b0f1c96,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
21c486205ba7a0f900d4577cc071cfe5,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus
21c5aa5275cf47039bfea31a5d4fcc69,Bacteria,Firmicutes,Clostridia,unc_Clostridia,unc_Clostridia,unc_Clostridia
21c84ba91d6225fd1346dde47269bd95,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter
21d0dd12e2fc791cd94656e3a247d04e,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
21d40bfabe626bcad643bee4d55a6beb,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,und_Ruminococcaceae
21d4d4023169d229553c57d172cd0cbf,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
21e226445594faab5ea96939b4def2d4,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
21e42d1ca5db76fb8b813f504b15511f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
21f1ae7b196ea1ad95c83c0e4849bf17,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
21f670a0f37e12cd1697d5f8e14ac192,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Turicimonas
21fdd2de931ff15deef552dc7ff2a803,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor
2204cc64a9ceacb2c9c792e233eeb7e1,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum
22050d3c18fcc5f46a9d67f9cb48c1b4,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto
221b5084bd3fba3173feacaef23d346b,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Turicimonas
2221062c7a3a385794da2143d9995d7f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,unc_Bacteroidales,unc_Bacteroidales
222b5d41d9c6564d2e8b7ef8c01cf8e6,Bacteria,Firmicutes,Clostridia,unc_Clostridia,unc_Clostridia,unc_Clostridia
223062dacd23fe42b458410bf0cd1a71,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
2239c1e516b4af8effc2099897bac300,Bacteria,Firmicutes,Clostridia,Clostridiales,Catabacteriaceae,Catabacter
225e94b8fcd59609d0dd7f4f6a830f1e,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,und_Ruminococcaceae
22632d59738cb3cdc1de67e15da96ae9,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella
226f642df728e22d31d165aa9b751dff,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
2278c92ce8dbd3b7c2d4da11434a5fda,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,unc_Desulfovibrionaceae
22811c87dba331e7554c1359ea29ca8e,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
228a3cea92d24af596f5aa93b9087688,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella
228af9216151979ce3a93b57fc9099e9,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
228c662116f2642cbd9c49696b16b034,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Neglecta
228f249f95b0f3fd9f64289d7cbc482b,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
2291d0b89d918d1274e8ab2d57fc66ed,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides
22a8ac0fd6830295d712788e006094af,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
22a9e3cac8c590840f37db462ca9b9b7,Bacteria,Cyanobacteria/Chloroplast,Cyanobacteria,Cyanobacteria,Family_I,Calochaete
22b21a4ed7c7a1d9eec0f23cca3c58ae,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unc_Lachnospiraceae
22d18587d9afb3d76eb410721925bc92,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
22d33b56346dc3f2961e15eb7ce0c74f,Bacteria,Firmicutes,Clostridia,Clostridiales,und_Clostridiales,und_Clostridiales
22da333cc6f1a3b2de432bf0925791de,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,und_Muribaculaceae
22e15379f8136c3572e4ab8067f15f72,Bacteria,Bacteroidetes,Bacteroidia,unc_Bacteroidia,unc_Bacteroidia,unc_Bacteroidia
22fbf9d7d38cc11c3a507bf73a8d44c5,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas
2311110c88c39dc1ad303f2af01b745f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus
2317bc92216c3a285295d60f54d56b10,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,unc_Desulfovibrionaceae
23183260d22d4682bf571432eb18d56b,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
231bf82bb8b2bc22fecfd3a4fc37dda8,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
23204512f9dcf5973915553fe46042d0,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,und_Lachnospiraceae
232cb99d483ca0516c508346d5349204,Bacteria,Firmicutes,Clostridia,Clostridiales,unc_Clostridiales,unc_Clostridiales
2339eb664ac4ceebc20a886e4a37c181,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
2341d5e8fd18c87dc31c674e4243e4d0,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella
2357254f5ea7df60c651e633ea59c304,Bacteria,Proteobacteria,Alphaproteobacteria,unc_Alphaproteobacteria,unc_Alphaproteobacteria,unc_Alphaproteobacteria
2358a653c45ae1aaf52f7ad60abb1da6,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Dubosiella
